tarjeta_id,cliente_id,tipo_tarjeta,limite_credito,fecha_emision,activa
T02005,C0946,Amex Crédito,1640000,2022-06-05,0
T02006,C0946,Visa Crédito,670000,2024-01-17,0
T02007,C0947,Visa Débito,0,2012-05-11,1
T02008,C0947,Mastercard Crédito,1040000,2020-08-31,1
T02009,C0948,Visa Débito,0,2024-11-04,1
T02010,C0949,Visa Débito,0,2015-11-05,1
T02011,C0949,Visa Crédito,4310000,2017-10-26,1
T02012,C0950,Visa Débito,0,2017-12-21,1
T02013,C0950,Amex Crédito,10430000,2021-02-09,1
T02014,C0951,Visa Débito,0,2022-10-04,1
T02015,C0951,Amex Crédito,2320000,2024-05-04,1
T02016,C0951,Visa Crédito,1290000,2022-08-31,1
T02017,C0952,Visa Débito,0,2024-06-11,1
T02018,C0952,Visa Crédito,6600000,2024-05-03,1
T02019,C0952,Mastercard Crédito,8480000,2024-10-28,1
T02020,C0952,Amex Crédito,10110000,2024-05-27,1
T02021,C0953,Visa Débito,0,2023-10-26,0
T02022,C0953,Amex Crédito,3700000,2024-06-24,0
T02023,C0953,Visa Crédito,6280000,2023-09-30,0
T02024,C0954,Visa Débito,0,2021-02-02,1
T02025,C0954,Mastercard Crédito,7420000,2003-08-30,1
T02026,C0956,Visa Débito,0,2024-01-30,1
T02027,C0956,Amex Crédito,1810000,2024-03-27,1
T02028,C0956,Visa Crédito,7050000,2023-04-03,1
T02029,C0957,Visa Débito,0,2023-08-16,0
T02030,C0959,Visa Débito,0,2020-05-21,1
T02031,C0959,Mastercard Crédito,870000,2022-10-02,0
T02032,C0959,Visa Crédito,1130000,2021-08-26,1
T02033,C0960,Visa Débito,0,2024-06-14,1
T02034,C0961,Visa Débito,0,2023-12-17,1
T02035,C0961,Mastercard Crédito,690000,2024-10-04,1
T02036,C0961,Visa Crédito,880000,2024-07-12,1
T02037,C0962,Visa Débito,0,2024-10-23,1
T02038,C0962,Visa Crédito,100000,2024-10-10,1
T02039,C0963,Visa Débito,0,2022-12-31,1
T02040,C0963,Visa Crédito,7460000,2008-10-18,1
T02041,C0963,Amex Crédito,8830000,2012-06-12,1
T02042,C0965,Visa Débito,0,2024-11-24,1
T02043,C0966,Visa Débito,0,2024-01-24,1
T02044,C0966,Visa Crédito,2340000,2023-08-25,1
T02045,C0966,Mastercard Crédito,2720000,2022-11-05,1
T02046,C0966,Amex Crédito,2480000,2023-08-12,1
T02047,C0967,Visa Débito,0,2023-12-13,1
T02048,C0967,Visa Crédito,870000,2021-04-05,1
T02049,C0967,Mastercard Crédito,780000,2021-07-10,1
T02050,C0968,Visa Débito,0,2021-07-24,1
T02051,C0970,Visa Débito,0,2024-07-26,0
T02052,C0971,Visa Débito,0,2024-04-29,1
T02053,C0971,Visa Crédito,860000,2024-05-26,1
T02054,C0971,Mastercard Crédito,560000,2024-07-13,1
T02055,C0972,Visa Débito,0,2024-11-26,1
T02056,C0973,Visa Débito,0,2024-11-24,1
T02057,C0974,Visa Débito,0,2023-07-07,1
T02058,C0975,Visa Débito,0,2024-09-01,0
T02059,C0976,Visa Débito,0,2024-03-04,1
T02060,C0977,Visa Débito,0,2024-11-01,0
T02061,C0977,Mastercard Crédito,460000,2024-11-03,0
T02062,C0978,Visa Débito,0,2022-05-06,1
T02063,C0978,Visa Crédito,5660000,2021-12-23,1
T02064,C0979,Visa Débito,0,2023-04-20,1
T02065,C0979,Visa Crédito,720000,2019-01-28,1
T02066,C0979,Amex Crédito,670000,2020-04-16,1
T02067,C0980,Visa Débito,0,2016-02-19,1
T02068,C0980,Mastercard Crédito,3400000,2024-11-05,1
T02069,C0980,Visa Crédito,2680000,2013-11-08,1
T02070,C0982,Visa Débito,0,2024-06-16,0
T02071,C0982,Mastercard Crédito,460000,2024-07-12,1
T02072,C0982,Visa Crédito,370000,2024-09-19,1
T02073,C0983,Visa Débito,0,2024-03-14,1
T02074,C0983,Mastercard Crédito,4310000,2024-01-30,1
T02075,C0983,Visa Crédito,2060000,2024-01-21,1
T02076,C0984,Visa Débito,0,2024-06-12,1
T02077,C0984,Mastercard Crédito,760000,2024-09-01,1
T02078,C0985,Visa Débito,0,2021-03-17,0
T02079,C0986,Visa Débito,0,2022-10-14,0
T02080,C0986,Mastercard Crédito,800000,2023-03-31,1
T02081,C0987,Visa Débito,0,2013-10-26,1
T02082,C0987,Mastercard Crédito,330000,2015-01-04,1
T02083,C0988,Visa Débito,0,2024-09-14,0
T02084,C0988,Amex Crédito,4090000,2023-05-29,0
T02085,C0989,Visa Débito,0,2021-08-22,1
T02086,C0989,Visa Crédito,3490000,2018-06-08,1
T02087,C0989,Mastercard Crédito,2050000,2015-07-11,1
T02088,C0989,Amex Crédito,1950000,2022-08-05,1
T02089,C0990,Visa Débito,0,2021-06-10,0
T02090,C0990,Mastercard Crédito,12650000,2021-12-25,0
T02091,C0993,Visa Débito,0,2021-12-01,1
T02092,C0993,Mastercard Crédito,510000,2024-07-29,1
T02093,C0994,Visa Débito,0,2024-11-23,0
T02094,C0994,Mastercard Crédito,130000,2024-09-02,1
T02095,C0995,Visa Débito,0,2020-08-01,1
T02096,C0995,Visa Crédito,3370000,2017-06-24,1
T02097,C0995,Mastercard Crédito,4130000,2016-08-17,1
T02098,C0996,Visa Débito,0,2024-11-28,1
T02099,C0997,Visa Débito,0,2024-09-30,1
T02100,C0997,Mastercard Crédito,11600000,2024-05-09,1
T02101,C0997,Visa Crédito,8500000,2023-12-11,1
T02102,C0997,Amex Crédito,15150000,2023-09-08,1
T02103,C0998,Visa Débito,0,2024-11-24,1
T02104,C0998,Visa Crédito,230000,2024-11-28,1
T02105,C0999,Visa Débito,0,2024-09-28,1
T02106,C0999,Amex Crédito,7010000,2024-07-04,1
T02107,C0999,Visa Crédito,5350000,2024-06-13,1
T02108,C0999,Mastercard Crédito,7080000,2024-11-07,1
T02109,C1000,Visa Débito,0,2024-01-30,1
T02110,C1000,Visa Crédito,170000,2023-09-21,0
